id,title,body,category,priority
832,Il gestionale SAP non permette di generare documenti,"Da stamattina il CRM non permette di generare alcun documento. L'intero reparto contabilità è bloccato, abbiamo decine di pratiche in scadenza oggi e il messaggio di errore è 'Connessione rifiutata'. Ho già provato a contattare un collega senza alcun risultato. Allego lo screenshot dell'errore per facilitare la diagnosi. È una situazione urgente e bloccante. Resto in attesa di aggiornamenti.",Tecnico,alta
833,Aggiornamento dati,"I dati nel piattaforma documentale vanno aggiornati. Sta peggiorando, meglio intervenire presto.",Commerciale,media
834,Condizioni speciali per ordine volume,"In considerazione del volume dell'ordine #FT-4471, l'azienda partner ha chiesto condizioni più favorevoli. Sono in fase di negoziazione e un margine di sconto mi aiuterebbe a chiudere. Confidiamo in una risposta rapida per procedere con l'ordine. Vorrei una risoluzione entro la settimana se possibile. Grazie per l'attenzione.",Commerciale,media
835,Accesso VPN bloccato da remoto,"La VPN funziona ma la connessione è più lenta del solito, soprattutto accedendo a portale HR. Non è un problema grave perché vado in ufficio quasi tutti i giorni, ma nei giorni di smart working è percepibile. Un saluto.",Tecnico,bassa
836,Il sistema ERP non permette di generare documenti,"Segnalo che il portale HR talvolta mostra un avviso durante la generazione dei documenti. Non impedisce il lavoro e il documento viene prodotto regolarmente, ma vorrei capire la causa dell'avviso. Nessuna premura, è solo una segnalazione. Per qualsiasi chiarimento, sono disponibile.",Tecnico,bassa
837,Revoca ordine #2024-0871,il cliente principale sta valutando se confermare o annullare l'ordine #FT-3392. Per ora è solo un'ipotesi. Vorrei sapere quali sarebbero le condizioni di annullamento nel caso. Il reparto assistenza clienti è in copia per conoscenza. Un saluto.,Commerciale,bassa
838,Impossibile stampare su Epson WorkForce,"La HP LaserJet stampa solo parzialmente i documenti, tagliando la parte destra di ogni foglio. I contratti risultano illeggibili. Per ora invio i documenti via email ma non è sempre possibile. I colleghi del vendite confermano lo stesso comportamento.",Tecnico,media
839,Bonifico #2024-0654 non risulta accreditato,"Il bonifico #FT-3392 del 22 novembre non risulta ancora accreditato al beneficiario. L'importo è di 155,20 euro. Non ci sono conseguenze immediate ma vorrei capire se c'è stato un problema nella disposizione. Ho verificato anche con il reparto vendite e confermano l'anomalia. Non è un'emergenza ma sarebbe opportuno intervenire a breve. Ringrazio per la collaborazione.",Amministrazione,alta
840,Conteggio ferie errato nel piattaforma intranet,"Noto una piccola differenza nel conteggio ferie sul sistema di ticketing rispetto a quanto mi aspettavo. Nessuna premura, potrebbe anche essere un mio errore di calcolo. Chiedo verifica quando possibile. Nessuna premura, è una richiesta informativa. Potete contattarmi al mio interno per approfondire.",Amministrazione,bassa
841,Aggiornamento sulla spedizione #2024-0654,"L'ordine #2024-1093 doveva essere consegnato il metà marzo a il fornitore Bianchi, che ha già minacciato di annullare se non riceve la merce entro lunedì prossimo. Il cliente rappresenta una quota significativa del nostro fatturato. Confidiamo in una risposta rapida per procedere con l'ordine. È un problema critico, urgente. In attesa di un vostro riscontro.",Commerciale,alta
842,l'applicativo HR non si avvia dopo l'aggiornamento,"Outlook mostra un messaggio di avviso all'avvio ma funziona normalmente dopo averlo chiuso. È comparso dopo l'ultimo aggiornamento e vorrei sapere se è un comportamento noto. È una cosa di poco conto, da risolvere con calma. Rimango in attesa, grazie.",Tecnico,bassa
843,Problema con un ordine,L'ordine #ORD-1145 ha un prblema.,Amministrazione,alta
844,Registrazione contabile dell'ordine #2024-1093,"Per allineare i nostri archivi, segnalo che l'ordine #2024-0871 non ha ancora la corrispondente registrazione contabile. Non è prioritario ma conviene sistemare. Chiedo gentilmente di essere aggiornato sullo stato della pratica. Bassa priorità, non crea problemi operativi. Ringrazio per la collaborazione.",Amministrazione,bassa
845,Report vendite errato,Il report generato dal sistema di ticketing non corrisponde ai dati commerciali. Vorrei una risoluzione entro la settimana se possibile.,Commerciale,media
846,Errore di calcolo nel CRM,"IL SISTEMA DI TICKETING SEMBRA CALCOLARE IN MODO ERRATO ALCUNE VOCI NEI DOCUMENTI. HO CONFRONTATO CON I DATI MANUALI E CI SONO DISCREPANZE. RIESCO A CORREGGERE A MANO MA È DISPENDIOSO. IL PROBLEMA STA IMPATTANDO LA GENERAZIONE DEI DOCUMENTI CONTABILI. IL PROBLEMA È FASTIDIOSO, CHIEDO UN CONTROLLO. RIMANGO IN ATTESA, GRAZIE.",Tecnico,media
847,Accesso VPN bloccato da remoto,"La VPN si disconnette frequentemente, circa ogni mezz'ora. Riesco a riconnettermi ma perdo il lavoro non salvato e le videochiamate si interrompono. Ho provato a reinstallare il programma senza miglioramenti. Allego lo screenshot dell'errore per facilitare la diagnosi. Il problema è moderato, riesco a lavorare con qualche disagio. Resto a disposizione per chiarimenti.",Tecnico,media
848,Ritardo nella consegna ordine #FT-3392,"Per completezza del mio report, vorrei sapere lo stato attuale dell'ordine #FT-3392. Non ci sono solleciti da parte del cliente. Stiamo valutando anche offerte alternative sul mercato. Ringrazio per la collaborazione.",Commerciale,media
849,Stato dell'ordine #ORD-1145,Vorrei un aggiornamento sull'ordine #2024-1093 effettuato il fine ottobre. Il cliente ha chiesto informazioni sulla data di consegna e vorrei poter dare una risposta. Il budget del cliente è già approvato e sono pronti a procedere. Ringrazio per la collaborazione.,Commerciale,media
850,Mancato accredito del pagamento #2025-0112,"Chiedo conferma che il bonifico #ORD-1145 del 15 ottobre sia stato effettivamente disposto. Il beneficiario non ha segnalato problemi ma vorrei verificare per completezza documentale. Non è prioritario, quando avete tempo. Resto in attesa di aggiornamenti.",Amministrazione,bassa
851,Prestazioni degradate del computer,"Ho notato un leggero calo di prestazioni del PC nelle ultime settimane. l'applicativo HR in particolare impiega qualche secondo in più per aprirsi. Per ora non è un problema ma potrebbe peggiorare. I colleghi del direzione confermano lo stesso comportamento. Bassa priorità, non crea problemi operativi. Cordiali saluti.",Tecnico,media
852,Segnalazione di Rossi S.r.l. su disservizio,GreenTech S.p.A. ci ha contattato per lamentare rallentamenti nell'accesso al portale ordini. Il rapporto è buono ma conviene dare un riscontro per mantenere la fiducia. Non è un'emergenza ma sarebbe opportuno intervenire a breve. Potete contattarmi al mio interno per approfondire.,Commerciale,media
853,Trattativa prezzo con MegaStore Italia,"Per le prossime trattative con GreenTech S.p.A., vorrei capire fino a che percentuale di sconto possiamo arrivare. Nessuna trattativa aperta al momento. Quando avete modo di verificare, con calma. Resto a disposizione per chiarimenti.",Commerciale,bassa
854,Il portale aziendale non permette di generare documenti,"Da un paio di giorni il software gestionale impiega tempi molto lunghi per generare i documenti. Riesco a completare il lavoro ma con rallentamenti evidenti. L'errore 'Credenziali non valide' compare saltuariamente. Se servono dettagli aggiuntivi, sono reperibile via email.",Tecnico,media
855,Accesso VPN bloccato da remoto,"La VPN si disconnette frequentemente, circa ogni mezz'ora. Riesco a riconnettermi ma perdo il lavoro non salvato e le videochiamate si interrompono. Ho provato a disabilitare il firewall senza miglioramenti. Anche il cliente principale ci ha contattato per un disservizio simile. Resto in attesa di aggiornamenti.",Tecnico,media
856,Backup automatico non eseguito,Il backup notturno non è andato a buon fine l'ultima notte. I log riportano 'Credenziali non valide'. I dati sono comunque disponibili sul server principale ma vorrei che venisse ripristinato il ciclo regolare. I colleghi del marketing confermano lo stesso comportamento. Resto in attesa di aggiornamenti.,Tecnico,media
857,Errore durante la generazione documenti su applicativo interno,"Da stamattina il CRM non permette di generare alcun documento. L'intero reparto assistenza clienti è bloccato, abbiamo decine di pratiche in scadenza oggi e il messaggio di errore è 'Connessione rifiutata'. Ho già provato a cambiare browser senza alcun risultato. È urgente, non possiamo procedere. Resto in attesa di aggiornamenti.",Tecnico,media
858,Fattura #2024-1093 con importo non corretto,"Ho riscontrato una discrepanza nell'importo della fattura #FT-3392: risulta 2.100,00 euro invece della cifra concordata. La scadenza non è imminente ma vorrei risolvere con anticipo per evitare complicazioni. Vi ringrazio anticipatamente.",Amministrazione,bassa
859,Preventivo per licenze software richiesto da MegaStore Italia,Vorremmo preparare un preventivo per scanner documentali richiesto da il distributore regionale. Non c'è una scadenza stringente ma il cliente è in fase di valutazione e una risposta rapida ci avvantaggerebbe.,Commerciale,media
860,Email aziendale non sincronizzata,"La sincronizzazione email su Power BI avviene con ritardi di diverse ore. I messaggi arrivano sul telefono in tempo reale ma sul client desktop sono in ritardo. Ho provato a contattare un collega senza risultato. Il reparto marketing ha segnalato lo stesso problema. Riesco a procedere ma con difficoltà, andrebbe risolto a breve. Grazie in anticipo per il riscontro.",Tecnico,media
861,Richiesta listino aggiornato per il cliente principale,"Per il mio archivio commerciale, potrei avere la versione aggiornata del listino prezzi di monitor 27 pollici? Non ci sono trattative in corso che lo richiedano. Confidiamo in una risposta rapida per procedere con l'ordine. Non è prioritario, lo segnalo solo per tenere traccia.",Commerciale,bassa
862,Il portale non calcola correttamente gli importi,"Ho notato un arrotondamento insolito nei calcoli del piattaforma intranet. La differenza è di pochi centesimi e potrebbe essere normale. Segnalo per un eventuale verifica. Il problema è comparso dopo l'ultimo aggiornamento di sistema. Bassa priorità, non crea problemi operativi. In attesa di un vostro riscontro.",Tecnico,bassa
863,Ritardo nella consegna ordine #ORD-2287,Vorrei un aggiornamento sull'ordine #2024-1093 effettuato il 22 novembre. Il cliente ha chiesto informazioni sulla data di consegna e vorrei poter dare una risposta. Vi ringrazio anticipatamente.,Commerciale,media
864,Pagamento #ORD-2287 non pervenuto,"Il bonifico #FT-4471 del 15 ottobre non risulta ancora accreditato al beneficiario. L'importo è di 89,90 euro. Non ci sono conseguenze immediate ma vorrei capire se c'è stato un problema nella disposizione. Il gestionale SAP registra correttamente il dato, il problema è nel contenuto. Il problema è fastidioso, chiedo un controllo. Vi ringrazio anticipatamente.",Amministrazione,media
865,Aggiornamento dati anagrafici nel sistema,Chiedo di aggiornare il mio indirizzo di residenza nel sistema aziendale. Il trasferimento è avvenuto il mese scorso e vorrei che i dati fossero allineati. Vorrei una risoluzione entro la settimana se possibile. Vi ringrazio anticipatamente.,Amministrazione,media
866,Prestazioni degradate del computer,"Ho notato un leggero calo di prestazioni del PC nelle ultime settimane. Outlook in particolare impiega qualche secondo in più per aprirsi. Per ora non è un problema ma potrebbe peggiorare. È un dettaglio minore, da gestire quando avete un momento libero.",Tecnico,bassa
867,Cedolino marzo da verificare,"Nel cedolino di giugno la voce 'indennità di trasferta' non è presente nonostante la trasferta fosse stata approvata. Immagino sia un ritardo nella registrazione. Chiedo solo conferma. Chiedo gentilmente di essere aggiornato sullo stato della pratica. Nessuna premura, è solo una segnalazione. Vi ringrazio anticipatamente.",Amministrazione,bassa
